6887 	 4
9412 	 19
3348 	 3
2172 	 11
1659 	 10
2009 	 10
2336 	 11
5210 	 7
6342 	 9
7587 	 5
8206 	 6
9301 	 19
7713 	 5
7372 	 15
5321 	 7
1255 	 2
4819 	 7
4599 	 16
7721 	 5
9904 	 1
5939 	 20
9811 	 1
3940 	 18
5667 	 20
1705 	 10
6228 	 9
1127 	 17
9150 	 19
5984 	 20
6658 	 4
3920 	 18
9224 	 19
2422 	 11
7269 	 15
1396 	 2
4081 	 16
5630 	 20
84 	 12
9292 	 19
1972 	 10
7672 	 5
3850 	 18
7625 	 5
5385 	 7
1222 	 2
9299 	 19
6640 	 4
6042 	 9
3898 	 18
713 	 8
2298 	 11
6190 	 9
524 	 8
2590 	 11
8209 	 6
8581 	 13
8819 	 13
9336 	 19
7732 	 5
1155 	 17
5994 	 20
8004 	 6
379 	 14
4769 	 16
5273 	 7
1776 	 10
8850 	 13
7255 	 15
1860 	 10
8142 	 6
5579 	 20
5884 	 20
1993 	 10
3205 	 3
7621 	 5
9567 	 1
2504 	 11
613 	 8
1961 	 10
2754 	 3
1326 	 2
4259 	 16
8944 	 13
8202 	 6
3202 	 3
3506 	 18
6784 	 4
2021 	 10
2842 	 3
868 	 17
9528 	 1
5189 	 7
8872 	 13
9908 	 1
9958 	 1
498 	 8
8036 	 6
8808 	 13
7753 	 5
6248 	 9
3303 	 3
3333 	 3
2133 	 10
1648 	 10
2890 	 3
9754 	 1
7567 	 15
1746 	 10
368 	 14
9529 	 1
4500 	 16
8046 	 6
3788 	 18
9797 	 1
6249 	 9
6990 	 4
3303 	 3
3033 	 3
5363 	 7
2497 	 11
253 	 14
4892 	 7
7686 	 5
9125 	 19
1152 	 17
3996 	 18
5975 	 20
9188 	 19
9157 	 19
3729 	 18
5436 	 7
2460 	 11
3414 	 18
3921 	 18
460 	 14
6304 	 9
28 	 12
8027 	 6
8050 	 6
6748 	 4
7556 	 15
8902 	 13
4794 	 7
7697 	 5
8699 	 13
1043 	 17
1039 	 17
2002 	 10
428 	 14
6403 	 9
4500 	 16
681 	 8
7647 	 5
8538 	 13
6159 	 9
5151 	 7
2535 	 11
2134 	 10
4339 	 16
1692 	 10
2215 	 11
6127 	 9
504 	 8
5629 	 20
49 	 12
964 	 17
8285 	 6
6429 	 9
5343 	 7
6335 	 9
3177 	 3
2900 	 3
5238 	 7
7971 	 5
6949 	 4
289 	 14
5367 	 7
7988 	 5
2292 	 11
5795 	 20
743 	 8
3144 	 3
2829 	 3
8390 	 6
1682 	 10
5340 	 7
3541 	 18
569 	 8
3826 	 18
4232 	 16
2261 	 11
6042 	 9
360 	 14
9117 	 19
8023 	 6
6761 	 4
81 	 12
6309 	 9
3190 	 3
5425 	 7
8996 	 19
6367 	 9
4677 	 16
4234 	 16
690 	 8
1626 	 2
4524 	 16
6057 	 9
9614 	 1
3168 	 3
8205 	 6
358 	 14
6312 	 9
7386 	 15
5100 	 7
4346 	 16
2726 	 3
4994 	 7
4916 	 7
6552 	 4
5578 	 20
3529 	 18
8946 	 13
2290 	 11
2647 	 11
6970 	 4
9051 	 19
9080 	 19
9631 	 1
8593 	 13
857 	 17
8627 	 13
1312 	 2
1886 	 10
9214 	 19
8355 	 6
3512 	 18
90 	 12
4412 	 16
9479 	 1
9610 	 1
8969 	 19
6189 	 9
2274 	 11
6355 	 9
7641 	 5
6620 	 4
5433 	 7
8987 	 19
7888 	 5
8338 	 6
4566 	 16
7770 	 5
7284 	 15
6856 	 4
417 	 14
606 	 8
2260 	 11
5849 	 20
237 	 14
7205 	 15
3059 	 3
5217 	 7
8518 	 13
4945 	 7
783 	 8
6873 	 4
8458 	 6
873 	 17
7637 	 5
4289 	 16
483 	 8
6607 	 4
478 	 8
2757 	 3
9314 	 19
4471 	 16
5729 	 20
1100 	 17
3459 	 18
3618 	 18
9438 	 19
8025 	 6
1388 	 2
3074 	 3
1233 	 2
8157 	 6
3681 	 18
3493 	 18
358 	 14
270 	 14
699 	 8
3417 	 18
1839 	 10
5569 	 20
8363 	 6
2622 	 11
8794 	 13
3173 	 3
9847 	 1
6431 	 9
7462 	 15
6682 	 4
9390 	 19
4292 	 16
5791 	 20
5057 	 7
5115 	 7
1521 	 2
6157 	 9
8574 	 13
1491 	 2
1947 	 10
2951 	 3
9231 	 19
5021 	 7
537 	 8
3740 	 18
5054 	 7
4030 	 18
4098 	 16
5325 	 7
1081 	 17
7516 	 15
3516 	 18
3002 	 3
2231 	 11
6139 	 9
1796 	 10
5404 	 7
2338 	 11
4580 	 16
9218 	 19
9021 	 19
3970 	 18
9862 	 1
4812 	 7
5379 	 7
4977 	 7
2685 	 11
1536 	 2
9904 	 1
4176 	 16
3483 	 18
9207 	 19
9759 	 1
4857 	 7
9744 	 1
3499 	 18
9911 	 1
127 	 12
3950 	 18
5236 	 7
7560 	 15
7818 	 5
5105 	 7
563 	 8
49 	 12
1244 	 2
8711 	 13
1805 	 10
9934 	 1
3291 	 3
7375 	 15
8955 	 13
3614 	 18
3589 	 18
3768 	 18
8993 	 19
4918 	 7
2805 	 3
6882 	 4
4822 	 7
6982 	 4
6717 	 4
4030 	 18
3093 	 3
1574 	 2
126 	 12
6593 	 4
1486 	 2
253 	 14
543 	 8
3074 	 3
7814 	 5
4713 	 16
8179 	 6
8377 	 6
4762 	 16
5775 	 20
7088 	 4
2919 	 3
5710 	 20
6732 	 4
294 	 14
1017 	 17
346 	 14
235 	 14
1137 	 17
5691 	 20
5153 	 7
3943 	 18
2573 	 11
6328 	 9
925 	 17
9291 	 19
6710 	 4
4018 	 18
7217 	 15
6836 	 4
6963 	 4
5055 	 7
7090 	 4
3858 	 18
8130 	 6
4904 	 7
8571 	 13
2661 	 11
9633 	 1
9685 	 1
4789 	 7
3073 	 3
2604 	 11
6851 	 4
9805 	 1
9250 	 19
7868 	 5
6503 	 9
9485 	 1
9006 	 19
2195 	 11
4639 	 16
2949 	 3
1120 	 17
967 	 17
226 	 14
6763 	 4
7677 	 5
596 	 8
3981 	 18
865 	 17
7560 	 15
9036 	 19
7955 	 5
7770 	 5
3518 	 18
9211 	 19
6342 	 9
2532 	 11
5196 	 7
2379 	 11
7321 	 15
8270 	 6
4984 	 7
4172 	 16
4427 	 16
4234 	 16
2040 	 10
7283 	 15
72 	 12
7398 	 15
5830 	 20
1063 	 17
347 	 14
6950 	 4
2030 	 10
573 	 8
3714 	 18
6059 	 9
7522 	 15
4047 	 18
6924 	 4
5082 	 7
9435 	 19
1232 	 2
9204 	 19
2954 	 3
443 	 14
1898 	 10
5486 	 20
5640 	 20
4278 	 16
9159 	 19
262 	 14
9262 	 19
9683 	 1
1041 	 17
9848 	 1
1723 	 10
8324 	 6
6272 	 9
9122 	 19
4154 	 16
7335 	 15
5821 	 20
7457 	 15
9365 	 19
2747 	 3
1171 	 17
1776 	 10
269 	 14
5218 	 7
8701 	 13
1703 	 10
4653 	 16
9933 	 1
907 	 17
3959 	 18
6728 	 4
2806 	 3
5797 	 20
8720 	 13
7084 	 4
1308 	 2
5334 	 7
2698 	 11
991 	 17
6376 	 9
8898 	 13
2715 	 11
1052 	 17
5171 	 7
8189 	 6
1559 	 2
2506 	 11
4010 	 18
9016 	 19
8224 	 6
3109 	 3
6539 	 9
0 	 12
3378 	 18
8109 	 6
5053 	 7
5081 	 7
9114 	 19
1338 	 2
5989 	 20
9426 	 19
8067 	 6
5147 	 7
5223 	 7
6787 	 4
2231 	 11
6532 	 9
2122 	 10
1281 	 2
3875 	 18
4850 	 7
179 	 12
6590 	 4
2254 	 11
5350 	 7
1131 	 17
3813 	 18
7857 	 5
1494 	 2
9181 	 19
6081 	 9
4603 	 16
5720 	 20
2433 	 11
7982 	 5
181 	 12
7487 	 15
9415 	 19
9296 	 19
8825 	 13
5404 	 7
8722 	 13
6892 	 4
551 	 8
297 	 14
32 	 12
9134 	 19
3181 	 3
8506 	 13
415 	 14
7057 	 4
9708 	 1
595 	 8
9999 	 1
1962 	 10
2297 	 11
7483 	 15
5776 	 20
154 	 12
8977 	 19
1309 	 2
2587 	 11
9932 	 1
3382 	 18
5021 	 7
4266 	 16
3563 	 18
8860 	 13
3682 	 18
9211 	 19
7685 	 5
9086 	 19
4285 	 16
930 	 17
5990 	 20
4583 	 16
7314 	 15
1476 	 2
4116 	 16
5820 	 20
1892 	 10
7525 	 15
5528 	 20
8839 	 13
7525 	 15
7490 	 15
1136 	 17
1360 	 2
9618 	 1
7643 	 5
337 	 14
928 	 17
6582 	 4
6621 	 4
4310 	 16
7955 	 5
888 	 17
4225 	 16
6815 	 4
4570 	 16
3437 	 18
853 	 17
8 	 12
7722 	 5
1783 	 10
2350 	 11
8657 	 13
9097 	 19
3827 	 18
9126 	 19
1269 	 2
2071 	 10
6651 	 4
3149 	 3
910 	 17
528 	 8
639 	 8
8398 	 6
1888 	 10
6610 	 4
2393 	 11
8577 	 13
3890 	 18
8976 	 19
5199 	 7
4552 	 16
6931 	 4
6087 	 9
8777 	 13
99 	 12
657 	 8
8566 	 13
952 	 17
7017 	 4
2641 	 11
2735 	 3
9368 	 19
1298 	 2
8184 	 6
3195 	 3
6776 	 4
5805 	 20
5266 	 7
3428 	 18
8954 	 13
2528 	 11
308 	 14
9593 	 1
7278 	 15
2197 	 11
2555 	 11
9672 	 1
774 	 8
6445 	 9
5000 	 7
2325 	 11
997 	 17
8283 	 6
8412 	 6
6127 	 9
8382 	 6
5421 	 7
